"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 11:06:00 UTC 2026","Fri May 01 11:06:03 UTC 2026","3338","tests","User Management","Pagination","","","TC-UM-035: Pagination next page navigation works",""
"passed","Fri May 01 11:00:12 UTC 2026","Fri May 01 11:00:12 UTC 2026","13","tests","User Management","User Table","","","TC-UM-005: At least one user record is displayed",""
"passed","Fri May 01 11:01:44 UTC 2026","Fri May 01 11:01:52 UTC 2026","7678","tests","User Management","Filters","","","TC-UM-028: Clear All button → resets all filters → full list restored",""
"passed","Fri May 01 11:00:24 UTC 2026","Fri May 01 11:00:28 UTC 2026","4550","tests","User Management","Filters","","","TC-UM-010: Combined filters → filtered results",""
"passed","Fri May 01 10:57:47 UTC 2026","Fri May 01 10:57:48 UTC 2026","1165","tests","Login","Validation","","","TC-LOGIN-005: Empty password → validation error",""
"passed","Fri May 01 11:03:28 UTC 2026","Fri May 01 11:03:32 UTC 2026","3594","tests","User Management","User Detail","","","TC-UM-018: Detail page shows user info (name + email in detail container)",""
"passed","Fri May 01 11:00:04 UTC 2026","Fri May 01 11:00:04 UTC 2026","27","tests","User Management","User Table","","","TC-UM-004: Table has expected columns",""
"passed","Fri May 01 11:03:59 UTC 2026","Fri May 01 11:04:05 UTC 2026","6010","tests","User Management","User Detail","","","TC-UM-039: Detail page status matches list row data",""
"passed","Fri May 01 10:59:16 UTC 2026","Fri May 01 10:59:19 UTC 2026","2752","tests","Login","Session","","","TC-LOGIN-022: Session persists after page refresh",""
"passed","Fri May 01 11:02:00 UTC 2026","Fri May 01 11:02:07 UTC 2026","7028","tests","User Management","Filters","","","TC-UM-029: Status filter 'All' → full user list shown",""
"skipped","Fri May 01 11:06:35 UTC 2026","Fri May 01 11:06:39 UTC 2026","3175","tests","User Management","Bug Regression","","","TC-UM-045: No member count or pagination shown when filter returns no results",""
"passed","Fri May 01 11:03:49 UTC 2026","Fri May 01 11:03:54 UTC 2026","5155","tests","User Management","User Detail","","","TC-UM-038: Detail page email matches list row data",""
"skipped","Fri May 01 11:01:06 UTC 2026","Fri May 01 11:01:06 UTC 2026","1","tests","User Management","Filters","","","TC-UM-026: Location filter → each available option → valid results",""
"passed","Fri May 01 11:06:10 UTC 2026","Fri May 01 11:06:15 UTC 2026","4424","tests","User Management","Pagination","","","TC-UM-036: Pagination previous page navigation works",""
"passed","Fri May 01 11:02:21 UTC 2026","Fri May 01 11:02:24 UTC 2026","3444","tests","User Management","Filters","","","TC-UM-031: Dating Mode filter 'Inactive' → only Inactive dating mode users",""
"passed","Fri May 01 11:07:18 UTC 2026","Fri May 01 11:07:19 UTC 2026","986","tests","User Management","Bug Regression","","","TC-UM-049: Filter section is properly aligned and responsive at 1280px and 1024px",""
"passed","Fri May 01 11:00:35 UTC 2026","Fri May 01 11:00:39 UTC 2026","3870","tests","User Management","Filters","","","TC-UM-011: Filter producing no results → no-data message",""
"passed","Fri May 01 10:59:57 UTC 2026","Fri May 01 10:59:57 UTC 2026","5","tests","User Management","User Table","","","TC-UM-003: User table is visible",""
"failed","Fri May 01 11:02:52 UTC 2026","Fri May 01 11:02:54 UTC 2026","1570","tests","User Management","Search","","","TC-UM-015: Search with no match → no-data message",""
"passed","Fri May 01 11:05:26 UTC 2026","Fri May 01 11:05:30 UTC 2026","3638","tests","User Management","Edge Cases","","","TC-UM-021: Very long search string → no crash",""
"passed","Fri May 01 11:01:15 UTC 2026","Fri May 01 11:01:37 UTC 2026","21515","tests","User Management","Filters","","","TC-UM-027: Dating Mode filter → each available option → valid results",""
"skipped","Fri May 01 11:03:16 UTC 2026","Fri May 01 11:03:21 UTC 2026","5134","tests","User Management","Search","","","TC-UM-032: Search by user ID → matching results",""
"passed","Fri May 01 10:58:05 UTC 2026","Fri May 01 10:58:07 UTC 2026","2236","tests","Login","Security","","","TC-LOGIN-009: XSS in email → sanitized",""
"passed","Fri May 01 11:00:46 UTC 2026","Fri May 01 11:00:49 UTC 2026","2918","tests","User Management","Filters","","","TC-UM-023: Status filter 'Active' → only Active users shown",""
"passed","Fri May 01 10:58:32 UTC 2026","Fri May 01 10:58:34 UTC 2026","2264","tests","Login","Edge Cases","","","TC-LOGIN-014: Special characters in password accepted",""
"passed","Fri May 01 11:00:56 UTC 2026","Fri May 01 11:00:59 UTC 2026","3041","tests","User Management","Filters","","","TC-UM-025: Status filter 'Suspended' → only Suspended users shown",""
"failed","Fri May 01 11:06:25 UTC 2026","Fri May 01 11:06:25 UTC 2026","15","tests","User Management","Bug Regression","","","TC-UM-044: Filter dropdown triggers show pointer cursor on hover",""
"passed","Fri May 01 11:04:22 UTC 2026","Fri May 01 11:04:26 UTC 2026","3621","tests","User Management","User Detail","","","TC-UM-041: Admin action buttons visible on user detail page",""
"passed","Fri May 01 11:03:39 UTC 2026","Fri May 01 11:03:42 UTC 2026","3579","tests","User Management","User Detail","","","TC-UM-037: Detail page name matches list row data",""
"passed","Fri May 01 11:04:44 UTC 2026","Fri May 01 11:04:55 UTC 2026","11313","tests","User Management","User Detail","","","TC-UM-043: Different users show different detail content",""
"passed","Fri May 01 10:58:40 UTC 2026","Fri May 01 10:58:47 UTC 2026","7132","tests","Login","Edge Cases","","","TC-LOGIN-016: Very long email address accepted",""
"passed","Fri May 01 10:58:37 UTC 2026","Fri May 01 10:58:37 UTC 2026","72","tests","Login","Edge Cases","","","TC-LOGIN-015: Email whitespace trimming works",""
"passed","Fri May 01 10:57:58 UTC 2026","Fri May 01 10:58:02 UTC 2026","3228","tests","Login","Security","","","TC-LOGIN-008: SQL injection in email → no crash",""
"passed","Fri May 01 11:02:11 UTC 2026","Fri May 01 11:02:14 UTC 2026","2519","tests","User Management","Filters","","","TC-UM-030: Dating Mode filter 'Active' → only Active dating mode users",""
"failed","Fri May 01 10:57:22 UTC 2026","Fri May 01 10:57:30 UTC 2026","8240","tests","Login","Negative","","","TC-LOGIN-003: Valid email + wrong password → error message",""
"passed","Fri May 01 11:06:58 UTC 2026","Fri May 01 11:06:58 UTC 2026","14","tests","User Management","Bug Regression","","","TC-UM-047: Page subtitle is user-friendly, not 'Centralized moderation and content management system'",""
"failed","Fri May 01 11:07:05 UTC 2026","Fri May 01 11:07:08 UTC 2026","3238","tests","User Management","Bug Regression","","","TC-UM-048: 'Clear All' NOT shown when searching by name/ID/email; cancel icon shown instead",""
"passed","Fri May 01 11:07:26 UTC 2026","Fri May 01 11:07:32 UTC 2026","5974","tests","User Management","Bug Regression","","","TC-UM-050: No internal server error on pagination navigation or page refresh",""
"passed","Fri May 01 11:05:53 UTC 2026","Fri May 01 11:05:53 UTC 2026","26","tests","User Management","Pagination","","","TC-UM-034: Pagination is visible on User Management page",""
"passed","Fri May 01 10:59:11 UTC 2026","Fri May 01 10:59:13 UTC 2026","1716","tests","Login","Session","","","TC-LOGIN-021: Login via Enter key on password field",""
"broken","Fri May 01 10:58:10 UTC 2026","Fri May 01 10:58:17 UTC 2026","6170","tests","Login","Validation","","","TC-LOGIN-010: Email format validation in real-time",""
"passed","Fri May 01 10:58:52 UTC 2026","Fri May 01 10:58:59 UTC 2026","7247","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"failed","Fri May 01 10:57:07 UTC 2026","Fri May 01 10:57:16 UTC 2026","8231","tests","Login","Negative","","","TC-LOGIN-002: Invalid email → error message",""
"passed","Fri May 01 11:03:04 UTC 2026","Fri May 01 11:03:09 UTC 2026","5195","tests","User Management","Search","","","TC-UM-016: Clear search → full list restored",""
"passed","Fri May 01 11:05:02 UTC 2026","Fri May 01 11:05:17 UTC 2026","15069","tests","User Management","Edge Cases","","","TC-UM-020: Special characters in search → no crash",""
"failed","Fri May 01 11:08:00 UTC 2026","Fri May 01 11:08:01 UTC 2026","581","tests","User Management","Bug Regression","","","TC-UM-052: Dating Mode options show 'Active'/'Inactive', not 'Dating Mode Active'/'Dating Mode Inactive'",""
"passed","Fri May 01 10:57:01 UTC 2026","Fri May 01 10:57:04 UTC 2026","2251","tests","Login","Positive","","","test_valid_login_redirects_to_dashboard[chromium]",""
"passed","Fri May 01 10:57:51 UTC 2026","Fri May 01 10:57:52 UTC 2026","1054","tests","Login","Validation","","","TC-LOGIN-006: Both fields empty → validation error",""
"passed","Fri May 01 11:04:33 UTC 2026","Fri May 01 11:04:39 UTC 2026","6201","tests","User Management","User Detail","","","TC-UM-042: Back from detail navigates to user list",""
"passed","Fri May 01 11:00:19 UTC 2026","Fri May 01 11:00:19 UTC 2026","235","tests","User Management","User Table","","","TC-UM-033: Table data completeness — all rows have name, email, status, location",""
"passed","Fri May 01 11:07:40 UTC 2026","Fri May 01 11:07:54 UTC 2026","14037","tests","User Management","Bug Regression","","","TC-UM-051: Location filter returns results for full address and country abbreviations",""
"failed","Fri May 01 10:59:02 UTC 2026","Fri May 01 10:59:04 UTC 2026","1363","tests","Login","Security","","","TC-LOGIN-020: No sensitive data in localStorage/sessionStorage",""
"passed","Fri May 01 10:58:28 UTC 2026","Fri May 01 10:58:28 UTC 2026","103","tests","Login","Validation","","","TC-LOGIN-012: Keyboard navigation and Tab support",""
"skipped","Fri May 01 10:58:24 UTC 2026","Fri May 01 10:58:25 UTC 2026","1052","tests","Login","Validation","","","TC-LOGIN-011: Password visibility toggle works",""
"passed","Fri May 01 10:59:22 UTC 2026","Fri May 01 10:59:31 UTC 2026","8583","tests","Login","Session","","","TC-LOGIN-023: Logout redirects back to login page",""
"passed","Fri May 01 10:57:55 UTC 2026","Fri May 01 10:57:55 UTC 2026","30","tests","Login","UI Elements","","","TC-LOGIN-007: Login page elements are visible",""
"passed","Fri May 01 10:59:35 UTC 2026","Fri May 01 10:59:40 UTC 2026","4599","tests","User Management","Navigation","","","TC-UM-001: Navigate to User Management from sidebar",""
"failed","Fri May 01 11:06:46 UTC 2026","Fri May 01 11:06:46 UTC 2026","4","tests","User Management","Bug Regression","","","TC-UM-046: Location filter placeholder text is 'Search by location'",""
"passed","Fri May 01 11:02:31 UTC 2026","Fri May 01 11:02:35 UTC 2026","3325","tests","User Management","Search","","","TC-UM-013: Search by name → matching results",""
"passed","Fri May 01 10:59:49 UTC 2026","Fri May 01 10:59:49 UTC 2026","7","tests","User Management","Navigation","","","TC-UM-002: Page heading is visible",""
"passed","Fri May 01 11:02:42 UTC 2026","Fri May 01 11:02:45 UTC 2026","3093","tests","User Management","Search","","","TC-UM-014: Search by email → matching results",""
"passed","Fri May 01 11:05:38 UTC 2026","Fri May 01 11:05:46 UTC 2026","8184","tests","User Management","Edge Cases","","","TC-UM-022: Rapid filter switching → stable",""
"passed","Fri May 01 11:04:12 UTC 2026","Fri May 01 11:04:15 UTC 2026","3564","tests","User Management","User Detail","","","TC-UM-040: Detail page URL changes from list URL",""
