"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 09:56:55 UTC 2026","Fri May 01 09:56:56 UTC 2026","1180","tests","Login","Validation","","","TC-LOGIN-010: Email format validation in real-time",""
"passed","Fri May 01 09:57:22 UTC 2026","Fri May 01 09:57:24 UTC 2026","2247","tests","Login","Edge Cases","","","TC-LOGIN-017: Uppercase email handled correctly",""
"passed","Fri May 01 09:56:41 UTC 2026","Fri May 01 09:56:41 UTC 2026","73","tests","Login","UI Elements","","","TC-LOGIN-007: Login page elements are visible",""
"passed","Fri May 01 09:57:17 UTC 2026","Fri May 01 09:57:19 UTC 2026","2182","tests","Login","Edge Cases","","","TC-LOGIN-016: Very long email address accepted",""
"passed","Fri May 01 09:56:33 UTC 2026","Fri May 01 09:56:34 UTC 2026","1134","tests","Login","Validation","","","TC-LOGIN-005: Empty password → validation error",""
"passed","Fri May 01 09:57:33 UTC 2026","Fri May 01 09:57:34 UTC 2026","1454","tests","Login","Accessibility","","","TC-LOGIN-020: No sensitive data in localStorage/sessionStorage",""
"passed","Fri May 01 09:57:09 UTC 2026","Fri May 01 09:57:11 UTC 2026","2207","tests","Login","Edge Cases","","","TC-LOGIN-014: Special characters in password accepted",""
"passed","Fri May 01 09:57:06 UTC 2026","Fri May 01 09:57:07 UTC 2026","1099","tests","Login","Validation","","","TC-LOGIN-013: Form validation clears on user input",""
"passed","Fri May 01 09:57:48 UTC 2026","Fri May 01 09:57:56 UTC 2026","8387","tests","Login","Session","","","TC-LOGIN-023: Logout redirects back to login page",""
"passed","Fri May 01 09:57:43 UTC 2026","Fri May 01 09:57:45 UTC 2026","2434","tests","Login","Session","","","TC-LOGIN-022: Session persists after page refresh",""
"passed","Fri May 01 09:57:02 UTC 2026","Fri May 01 09:57:03 UTC 2026","85","tests","Login","Validation","","","TC-LOGIN-012: Keyboard navigation and Tab support",""
"passed","Fri May 01 09:55:54 UTC 2026","Fri May 01 09:55:56 UTC 2026","1763","tests","Login","Positive","","","test_valid_login_redirects_to_dashboard[chromium]",""
"passed","Fri May 01 09:57:14 UTC 2026","Fri May 01 09:57:14 UTC 2026","96","tests","Login","Edge Cases","","","TC-LOGIN-015: Email whitespace trimming works",""
"passed","Fri May 01 09:56:11 UTC 2026","Fri May 01 09:56:19 UTC 2026","8277","tests","Login","Negative","","","TC-LOGIN-003: Valid email + wrong password → error message",""
"skipped","Fri May 01 09:56:59 UTC 2026","Fri May 01 09:57:00 UTC 2026","1084","tests","Login","Validation","","","TC-LOGIN-011: Password visibility toggle works",""
"passed","Fri May 01 09:55:59 UTC 2026","Fri May 01 09:56:07 UTC 2026","8268","tests","Login","Negative","","","TC-LOGIN-002: Invalid email → error message",""
"passed","Fri May 01 09:57:30 UTC 2026","Fri May 01 09:57:30 UTC 2026","15","tests","Login","Accessibility","","","TC-LOGIN-019: Page meta description present",""
"passed","Fri May 01 09:56:22 UTC 2026","Fri May 01 09:56:29 UTC 2026","6163","tests","Login","Validation","","","TC-LOGIN-004: Empty email → validation error",""
"passed","Fri May 01 09:56:37 UTC 2026","Fri May 01 09:56:38 UTC 2026","1073","tests","Login","Validation","","","TC-LOGIN-006: Both fields empty → validation error",""
"passed","Fri May 01 09:57:38 UTC 2026","Fri May 01 09:57:39 UTC 2026","1621","tests","Login","Session","","","TC-LOGIN-021: Login via Enter key on password field",""
"passed","Fri May 01 09:56:44 UTC 2026","Fri May 01 09:56:47 UTC 2026","3217","tests","Login","Security","","","TC-LOGIN-008: SQL injection in email → no crash",""
"passed","Fri May 01 09:56:50 UTC 2026","Fri May 01 09:56:52 UTC 2026","2199","tests","Login","Security","","","TC-LOGIN-009: XSS in email → sanitized",""
"passed","Fri May 01 09:57:27 UTC 2026","Fri May 01 09:57:27 UTC 2026","30","tests","Login","Accessibility","","","TC-LOGIN-018: Form labels properly associated with inputs",""
