"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 10:44:26 UTC 2026","Fri May 01 10:44:34 UTC 2026","7433","tests","User Management","User Detail","","","TC-UM-043: Different users show different detail content",""
"passed","Fri May 01 10:37:47 UTC 2026","Fri May 01 10:37:47 UTC 2026","47","tests","Login","UI Elements","","","TC-LOGIN-007: Login page elements are visible",""
"passed","Fri May 01 10:38:25 UTC 2026","Fri May 01 10:38:25 UTC 2026","65","tests","Login","Edge Cases","","","TC-LOGIN-015: Email whitespace trimming works",""
"passed","Fri May 01 10:41:49 UTC 2026","Fri May 01 10:41:51 UTC 2026","2494","tests","User Management","Filters","","","TC-UM-030: Dating Mode filter 'Active' → only Active dating mode users",""
"passed","Fri May 01 10:39:36 UTC 2026","Fri May 01 10:39:36 UTC 2026","7","tests","User Management","User Table","","","TC-UM-003: User table is visible",""
"passed","Fri May 01 10:43:37 UTC 2026","Fri May 01 10:43:41 UTC 2026","3557","tests","User Management","User Detail","","","TC-UM-039: Detail page status matches list row data",""
"passed","Fri May 01 10:37:56 UTC 2026","Fri May 01 10:37:59 UTC 2026","2235","tests","Login","Security","","","TC-LOGIN-009: XSS in email → sanitized",""
"passed","Fri May 01 10:46:53 UTC 2026","Fri May 01 10:46:54 UTC 2026","1218","tests","User Management","Bug Regression","","","TC-UM-049: Filter section is properly aligned and responsive at 1280px and 1024px",""
"failed","Fri May 01 10:38:50 UTC 2026","Fri May 01 10:38:52 UTC 2026","1379","tests","Login","Security","","","TC-LOGIN-020: No sensitive data in localStorage/sessionStorage",""
"failed","Fri May 01 10:37:17 UTC 2026","Fri May 01 10:37:25 UTC 2026","8260","tests","Login","Negative","","","TC-LOGIN-003: Valid email + wrong password → error message",""
"passed","Fri May 01 10:41:58 UTC 2026","Fri May 01 10:42:01 UTC 2026","3381","tests","User Management","Filters","","","TC-UM-031: Dating Mode filter 'Inactive' → only Inactive dating mode users",""
"skipped","Fri May 01 10:42:51 UTC 2026","Fri May 01 10:42:57 UTC 2026","5115","tests","User Management","Search","","","TC-UM-032: Search by user ID → matching results",""
"failed","Fri May 01 10:46:05 UTC 2026","Fri May 01 10:46:05 UTC 2026","22","tests","User Management","Bug Regression","","","TC-UM-044: Filter dropdown triggers show pointer cursor on hover",""
"passed","Fri May 01 10:40:27 UTC 2026","Fri May 01 10:40:30 UTC 2026","2755","tests","User Management","Filters","","","TC-UM-023: Status filter 'Active' → only Active users shown",""
"passed","Fri May 01 10:45:44 UTC 2026","Fri May 01 10:45:46 UTC 2026","2612","tests","User Management","Pagination","","","TC-UM-035: Pagination next page navigation works",""
"passed","Fri May 01 10:38:28 UTC 2026","Fri May 01 10:38:36 UTC 2026","7173","tests","Login","Edge Cases","","","TC-LOGIN-016: Very long email address accepted",""
"passed","Fri May 01 10:43:26 UTC 2026","Fri May 01 10:43:30 UTC 2026","4077","tests","User Management","User Detail","","","TC-UM-038: Detail page email matches list row data",""
"passed","Fri May 01 10:38:20 UTC 2026","Fri May 01 10:38:23 UTC 2026","2242","tests","Login","Edge Cases","","","TC-LOGIN-014: Special characters in password accepted",""
"passed","Fri May 01 10:45:07 UTC 2026","Fri May 01 10:45:11 UTC 2026","3619","tests","User Management","Edge Cases","","","TC-UM-021: Very long search string → no crash",""
"passed","Fri May 01 10:39:57 UTC 2026","Fri May 01 10:39:57 UTC 2026","210","tests","User Management","User Table","","","TC-UM-033: Table data completeness — all rows have name, email, status, location",""
"passed","Fri May 01 10:40:38 UTC 2026","Fri May 01 10:40:42 UTC 2026","4101","tests","User Management","Filters","","","TC-UM-025: Status filter 'Suspended' → only Suspended users shown",""
"passed","Fri May 01 10:40:16 UTC 2026","Fri May 01 10:40:20 UTC 2026","3872","tests","User Management","Filters","","","TC-UM-011: Filter producing no results → no-data message",""
"passed","Fri May 01 10:38:56 UTC 2026","Fri May 01 10:38:57 UTC 2026","1180","tests","Login","Session","","","TC-LOGIN-021: Login via Enter key on password field",""
