"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 01 09:17:38 UTC 2026","Fri May 01 09:17:39 UTC 2026","1087","tests","Login","Validation","","","TC-LOGIN-013: Form validation clears on user input",""
"passed","Fri May 01 09:21:25 UTC 2026","Fri May 01 09:21:32 UTC 2026","6928","tests","User Management","Search","","","TC-UM-013: Search by name → matching results",""
"passed","Fri May 01 09:17:13 UTC 2026","Fri May 01 09:17:13 UTC 2026","76","tests","Login","UI Elements","","","TC-LOGIN-007: Login page elements are visible",""
"passed","Fri May 01 09:17:09 UTC 2026","Fri May 01 09:17:10 UTC 2026","1066","tests","Login","Validation","","","TC-LOGIN-006: Both fields empty → validation error",""
"skipped","Fri May 01 09:19:58 UTC 2026","Fri May 01 09:19:58 UTC 2026","1","tests","User Management","Filters","","","TC-UM-026: Location filter → each available option → valid results",""
"passed","Fri May 01 09:17:05 UTC 2026","Fri May 01 09:17:07 UTC 2026","1175","tests","Login","Validation","","","TC-LOGIN-005: Empty password → validation error",""
"passed","Fri May 01 09:17:22 UTC 2026","Fri May 01 09:17:25 UTC 2026","2263","tests","Login","Security","","","TC-LOGIN-009: XSS in email → sanitized",""
"passed","Fri May 01 09:19:10 UTC 2026","Fri May 01 09:19:11 UTC 2026","227","tests","User Management","User Table","","","TC-UM-033: Table data completeness — all rows have name, email, status, location",""
"skipped","Fri May 01 09:17:31 UTC 2026","Fri May 01 09:17:32 UTC 2026","1085","tests","Login","Validation","","","TC-LOGIN-011: Password visibility toggle works",""
"passed","Fri May 01 09:17:16 UTC 2026","Fri May 01 09:17:19 UTC 2026","3240","tests","Login","Security","","","TC-LOGIN-008: SQL injection in email → no crash",""
"passed","Fri May 01 09:17:50 UTC 2026","Fri May 01 09:17:52 UTC 2026","2192","tests","Login","Edge Cases","","","TC-LOGIN-016: Very long email address accepted",""
"passed","Fri May 01 09:26:21 UTC 2026","Fri May 01 09:26:26 UTC 2026","5901","tests","User Management","Bug Regression","","","TC-UM-050: No internal server error on pagination navigation or page refresh",""
"passed","Fri May 01 09:19:48 UTC 2026","Fri May 01 09:19:51 UTC 2026","3296","tests","User Management","Filters","","","TC-UM-025: Status filter 'Suspended' → only Suspended users shown",""
"passed","Fri May 01 09:16:44 UTC 2026","Fri May 01 09:16:52 UTC 2026","8285","tests","Login","Negative","","","TC-LOGIN-003: Valid email + wrong password → error message",""
"passed","Fri May 01 09:24:41 UTC 2026","Fri May 01 09:24:49 UTC 2026","8045","tests","User Management","Edge Cases","","","TC-UM-022: Rapid filter switching → stable",""
"passed","Fri May 01 09:23:06 UTC 2026","Fri May 01 09:23:12 UTC 2026","5429","tests","User Management","User Detail","","","TC-UM-039: Detail page status matches list row data",""
"passed","Fri May 01 09:18:31 UTC 2026","Fri May 01 09:18:34 UTC 2026","3582","tests","User Management","Navigation","","","TC-UM-001: Navigate to User Management from sidebar",""
"passed","Fri May 01 09:18:00 UTC 2026","Fri May 01 09:18:00 UTC 2026","28","tests","Login","Accessibility","","","TC-LOGIN-018: Form labels properly associated with inputs",""
"passed","Fri May 01 09:20:50 UTC 2026","Fri May 01 09:20:57 UTC 2026","6988","tests","User Management","Filters","","","TC-UM-029: Status filter 'All' → full user list shown",""
"passed","Fri May 01 09:19:37 UTC 2026","Fri May 01 09:19:41 UTC 2026","4347","tests","User Management","Filters","","","TC-UM-023: Status filter 'Active' → only Active users shown",""
"passed","Fri May 01 09:18:42 UTC 2026","Fri May 01 09:18:42 UTC 2026","5","tests","User Management","Navigation","","","TC-UM-002: Page heading is visible",""
"passed","Fri May 01 09:16:27 UTC 2026","Fri May 01 09:16:29 UTC 2026","2048","tests","Login","Positive","","","test_valid_login_redirects_to_dashboard[chromium]",""
"passed","Fri May 01 09:23:30 UTC 2026","Fri May 01 09:23:35 UTC 2026","5133","tests","User Management","User Detail","","","TC-UM-041: Admin action buttons visible on user detail page",""
"passed","Fri May 01 09:21:16 UTC 2026","Fri May 01 09:21:19 UTC 2026","3425","tests","User Management","Filters","","","TC-UM-031: Dating Mode filter 'Inactive' → only Inactive dating mode users",""
"passed","Fri May 01 09:19:17 UTC 2026","Fri May 01 09:19:21 UTC 2026","3520","tests","User Management","Filters","","","TC-UM-010: Combined filters → filtered results",""
"passed","Fri May 01 09:24:31 UTC 2026","Fri May 01 09:24:34 UTC 2026","3605","tests","User Management","Edge Cases","","","TC-UM-021: Very long search string → no crash",""
"skipped","Fri May 01 09:22:20 UTC 2026","Fri May 01 09:22:27 UTC 2026","7508","tests","User Management","Search","","","TC-UM-032: Search by user ID → matching results",""
"passed","Fri May 01 09:21:39 UTC 2026","Fri May 01 09:21:42 UTC 2026","3381","tests","User Management","Search","","","TC-UM-014: Search by email → matching results",""
"passed","Fri May 01 09:22:44 UTC 2026","Fri May 01 09:22:51 UTC 2026","6991","tests","User Management","User Detail","","","TC-UM-037: Detail page name matches list row data",""
"failed","Fri May 01 09:25:40 UTC 2026","Fri May 01 09:25:40 UTC 2026","4","tests","User Management","Bug Regression","","","TC-UM-046: Location filter placeholder text is 'Search by location'",""
"passed","Fri May 01 09:18:18 UTC 2026","Fri May 01 09:18:27 UTC 2026","8347","tests","Login","Session","","","TC-LOGIN-023: Logout redirects back to login page",""
"failed","Fri May 01 09:25:15 UTC 2026","Fri May 01 09:25:15 UTC 2026","16","tests","User Management","Bug Regression","","","TC-UM-044: Filter dropdown triggers show pointer cursor on hover",""
"passed","Fri May 01 09:22:58 UTC 2026","Fri May 01 09:23:02 UTC 2026","3642","tests","User Management","User Detail","","","TC-UM-038: Detail page email matches list row data",""
"passed","Fri May 01 09:23:55 UTC 2026","Fri May 01 09:24:01 UTC 2026","5963","tests","User Management","User Detail","","","TC-UM-043: Different users show different detail content",""
"passed","Fri May 01 09:18:02 UTC 2026","Fri May 01 09:18:02 UTC 2026","22","tests","Login","Accessibility","","","TC-LOGIN-019: Page meta description present",""
"passed","Fri May 01 09:24:55 UTC 2026","Fri May 01 09:24:55 UTC 2026","16","tests","User Management","Pagination","","","TC-UM-034: Pagination is visible on User Management page",""
"passed","Fri May 01 09:17:27 UTC 2026","Fri May 01 09:17:29 UTC 2026","1134","tests","Login","Validation","","","TC-LOGIN-010: Email format validation in real-time",""
"failed","Fri May 01 09:25:59 UTC 2026","Fri May 01 09:26:02 UTC 2026","3261","tests","User Management","Bug Regression","","","TC-UM-048: 'Clear All' NOT shown when searching by name/ID/email; cancel icon shown instead",""
"passed","Fri May 01 09:17:35 UTC 2026","Fri May 01 09:17:35 UTC 2026","107","tests","Login","Validation","","","TC-LOGIN-012: Keyboard navigation and Tab support",""
"passed","Fri May 01 09:25:51 UTC 2026","Fri May 01 09:25:51 UTC 2026","6","tests","User Management","Bug Regression","","","TC-UM-047: Page subtitle is user-friendly, not 'Centralized moderation and content management system'",""
"passed","Fri May 01 09:21:04 UTC 2026","Fri May 01 09:21:07 UTC 2026","3251","tests","User Management","Filters","","","TC-UM-030: Dating Mode filter 'Active' → only Active dating mode users",""
"passed","Fri May 01 09:26:10 UTC 2026","Fri May 01 09:26:12 UTC 2026","1184","tests","User Management","Bug Regression","","","TC-UM-049: Filter section is properly aligned and responsive at 1280px and 1024px",""
"skipped","Fri May 01 09:25:25 UTC 2026","Fri May 01 09:25:28 UTC 2026","3234","tests","User Management","Bug Regression","","","TC-UM-045: No member count or pagination shown when filter returns no results",""
"passed","Fri May 01 09:25:02 UTC 2026","Fri May 01 09:25:04 UTC 2026","2278","tests","User Management","Pagination","","","TC-UM-035: Pagination next page navigation works",""
"passed","Fri May 01 09:22:11 UTC 2026","Fri May 01 09:22:15 UTC 2026","4389","tests","User Management","Search","","","TC-UM-016: Clear search → full list restored",""
"passed","Fri May 01 09:18:13 UTC 2026","Fri May 01 09:18:16 UTC 2026","2577","tests","Login","Session","","","TC-LOGIN-022: Session persists after page refresh",""
"passed","Fri May 01 09:17:46 UTC 2026","Fri May 01 09:17:47 UTC 2026","99","tests","Login","Edge Cases","","","TC-LOGIN-015: Email whitespace trimming works",""
"passed","Fri May 01 09:20:36 UTC 2026","Fri May 01 09:20:43 UTC 2026","7763","tests","User Management","Filters","","","TC-UM-028: Clear All button → resets all filters → full list restored",""
"passed","Fri May 01 09:23:16 UTC 2026","Fri May 01 09:23:22 UTC 2026","5420","tests","User Management","User Detail","","","TC-UM-040: Detail page URL changes from list URL",""
"passed","Fri May 01 09:18:08 UTC 2026","Fri May 01 09:18:10 UTC 2026","1890","tests","Login","Session","","","TC-LOGIN-021: Login via Enter key on password field",""
"passed","Fri May 01 09:18:50 UTC 2026","Fri May 01 09:18:50 UTC 2026","7","tests","User Management","User Table","","","TC-UM-003: User table is visible",""
